substrate identification,substrate name,substrate class in database,pH,carbon,nitrogen,sugar,fat,protein,lignin,dry matter,organic matter,state,pretreatment,pretreatment type,chemical oxygen demand (COD),Methane yield,Methane yield2,organic loading,organic loading3,experimental scale,reactor liquid volume,reactor gas volume,reactor liquid-to-gas ratio,configuration,buffer type used,buffer type final concentration,enzyme addition to reactor,enzyme brand,microorganisms addition to reactor,microorganism brand,mixing in reactor,rotation velocity,biomass preadaptation to substrates,duration of preadaptation,biomass dilution in reactor,biomass dilution factor,biomass preincubation,preincubation time,particle size of substrate decrease before addition to reactor,particle size of substrate before decrease,particle size of biomass decrease before addition to reactor,biomass dry matter,biomass organic matter,biomass organic matter4,biomass pH,biomass volatile organic acids (VOA),biomass total organic carbon (TOC),VOA/TOC,total nitrogen,ammonium nitrogen,ammonia,chemical oxygen demand (COD)5,temperature range,experimental temperature of anaerobic digestion,additional factor 1,additional factor 2,dry matter6,organic matter7,organic matter8,pH9,volatile organic acids (VOA),total organic carbon (TOC),VOA/TOC10,total nitrogen11,ammonium nitrogen12,ammonia13,chemical oxygen demand (COD)14,additional factor 115,additional factor 216,reference for citation
grass,grass,agricultural,,,,9.9,2.5,10.7,4.3,90.6,90.50772627,solid,yes,physical,,346.62,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 23,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 57.7,ADF substrate (% TS)= 31.2,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01298"
grass,grass,agricultural,,,,7,3.2,14.4,5.3,92.5,92,solid,yes,physical,,325.6,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 24.2,starch (% TS)= ND,,,,,,,,,,,,NDF substrate (% TS)= 61.2,ADF substrate (% TS)= 31.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01299"
grass,legume grass,agricultural,,,,9.7,2.6,23.3,6.4,88.8,90.65315315,solid,yes,physical,,313.74,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 19.2,starch (% TS)= 6.2,,,,,,,,,,,,NDF substrate (% TS)= 42.7,ADF substrate (% TS)= 27.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01300"
grass,legume grass,agricultural,,,,10.6,1.9,14.6,6.1,90,92.88888889,solid,yes,physical,,306.32,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25.4,starch (% TS)= 4.5,,,,,,,,,,,,NDF substrate (% TS)= 46,ADF substrate (% TS)= 35.8,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01301"
grass,legume grass,agricultural,,,,7.3,1.9,15.8,6.4,89.7,91.75027871,solid,yes,physical,,285.6,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 25.1,starch (% TS)= 4.6,,,,,,,,,,,,NDF substrate (% TS)= 50.6,ADF substrate (% TS)= 38,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01302"
grass,legume grass,agricultural,,,,8.3,2.7,13.3,6.9,89.9,93.99332592,solid,yes,physical,,290.64,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 27.7,starch (% TS)= 4.7,,,,,,,,,,,,NDF substrate (% TS)= 49.6,ADF substrate (% TS)= 39.8,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01303"
grass,legume grass,agricultural,,,,7.1,2.5,19.8,6,88.6,91.19638826,solid,yes,physical,,315.88,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 19.6,starch (% TS)= 5.6,,,,,,,,,,,,NDF substrate (% TS)= 43.5,ADF substrate (% TS)= 29.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01304"
grass,legume grass,agricultural,,,,6.3,1.8,16.8,6.7,89.7,91.75027871,solid,yes,physical,,272.95,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 18.4,starch (% TS)= 5.5,,,,,,,,,,,,NDF substrate (% TS)= 47.7,ADF substrate (% TS)= 35.8,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01305"
grass,legume grass,agricultural,,,,7.7,1.9,20.5,5.2,91.5,91.03825137,solid,yes,physical,,345.95,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 19.6,starch (% TS)= 5.9,,,,,,,,,,,,NDF substrate (% TS)= 33.6,ADF substrate (% TS)= 28.1,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01306"
grass,legume grass,agricultural,,,,8.3,1.8,19,5.6,91.3,91.34720701,solid,yes,physical,,299.7,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 21.1,starch (% TS)= 5.5,,,,,,,,,,,,NDF substrate (% TS)= 36.4,ADF substrate (% TS)= 30.6,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01307"
grass,legume grass,agricultural,,,,9.5,1.5,17.3,7.2,91.9,92.60065288,solid,yes,physical,,298.62,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 22.4,starch (% TS)= 6,,,,,,,,,,,,NDF substrate (% TS)= 41.2,ADF substrate (% TS)= 35.2,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01308"
grass,legume grass,agricultural,,,,7.6,3,29,8.4,88.2,90.24943311,solid,yes,physical,,320.84,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 15.3,starch (% TS)= 7.4,,,,,,,,,,,,NDF substrate (% TS)= 46.3,ADF substrate (% TS)= 23.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01309"
grass,legume grass,agricultural,,,,2,1.9,28.6,7.4,89.5,89.60893855,solid,yes,physical,,301.28,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 23,starch (% TS)= 6.6,,,,,,,,,,,,NDF substrate (% TS)= 44.6,ADF substrate (% TS)= 31.3,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01310"
grass,legume grass,agricultural,,,,7.2,2.3,24.4,6.5,88.5,90.16949153,solid,yes,physical,,310.96,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 17.9,starch (% TS)= 7.2,,,,,,,,,,,,NDF substrate (% TS)= 45.3,ADF substrate (% TS)= 27.7,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01311"
grass,legume grass,agricultural,,,,7.3,2.5,23,7.4,89.4,91.38702461,solid,yes,physical,,331.52,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 19,starch (% TS)= 6.4,,,,,,,,,,,,NDF substrate (% TS)= 32.4,ADF substrate (% TS)= 29.7,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01312"
grass,legume grass,agricultural,,,,4.3,2,23.4,8.6,90.5,90.05524862,solid,yes,physical,,281.96,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 23.8,starch (% TS)= 5.7,,,,,,,,,,,,NDF substrate (% TS)= 41.9,ADF substrate (% TS)= 32.4,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01313"
grass,legume grass,agricultural,,,,5.3,2.1,20.3,7.8,89.7,90.52396878,solid,yes,physical,,265,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 19.5,starch (% TS)= 5.9,,,,,,,,,,,,NDF substrate (% TS)= 47.4,ADF substrate (% TS)= 32.6,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01314"
grass,legume grass,agricultural,,,,5,2,18.5,8.8,89.4,90.49217002,solid,yes,physical,,275.6,,,,laboratory,1.4,0.6,2.34,batch,,,no,,no,,,,,,yes,,yes,7,yes,,,3.5,,,7.6,192,8642,0.02,,,,,mesophilic,39,XF substrate (% TS)= 20.5,starch (% TS)= 6.3,,,,,,,,,,,,NDF substrate (% TS)= 47.7,ADF substrate (% TS)= 35.9,"Dandikas, V., Heuwinkel, H., Lichti, F., Drewes, J.E., Koch, K., 2015. Correlation between Biogas Yield and Chemical Composition of Grassland Plant Species. Energy & Fuels 29, 72217229. doi:10.1021/acs.energyfuels.5b01315"
maize,maize,agricultural,,,,,2.9,8.2,0.8,39.73,95.78,solid,,,,353.32,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 42.46,ADF of substrate (%TS)= 19.84,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,3.2,8.5,1.2,41.19,96.3,solid,,,,360.53,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 34.45,ADF of substrate (%TS)= 18.22,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.74,8.7,4.6,43.1,95.55,solid,,,,277.9,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 39.17,ADF of substrate (%TS)= 19.94,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.21,8.86,3.1,47.47,96.71,solid,,,,245.06,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 39,ADF of substrate (%TS)= 17.48,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.8,8.6,0.9,30.37,95.83,solid,,,,345.17,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 41.52,ADF of substrate (%TS)= 21.16,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.6,8.4,2.3,33.96,95.64,solid,,,,351.41,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 44.16,ADF of substrate (%TS)= 20.7,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.79,8.52,4.1,38.5,95.16,solid,,,,331.81,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 37.82,ADF of substrate (%TS)= 17.97,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.15,8.32,2.6,44,96.02,solid,,,,274.71,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 38.22,ADF of substrate (%TS)= 19.1,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.4,7.6,0.9,25.71,94.66,solid,,,,343.51,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 47.32,ADF of substrate (%TS)= 27.19,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.7,7.1,1.1,27.67,93.27,solid,,,,351.77,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 46.7,ADF of substrate (%TS)= 23.53,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.65,7.35,3.1,34.03,95.35,solid,,,,326.66,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 46.02,ADF of substrate (%TS)= 19,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.38,7.15,4,35.45,95.74,solid,,,,287.84,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 41.32,ADF of substrate (%TS)= 21.3,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.2,9.1,0.4,22.33,94.93,solid,,,,345.34,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 54.99,ADF of substrate (%TS)= 31.29,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.6,8.2,0.7,25.07,94.66,solid,,,,328,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 51.46,ADF of substrate (%TS)= 29.48,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.61,7.46,3.1,29.37,93.43,solid,,,,348.39,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 51,ADF of substrate (%TS)= 24.6,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.43,7.52,3.6,30.83,95.17,solid,,,,293.12,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 50.5,ADF of substrate (%TS)= 24.4,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,3,7.9,1,34.9,96.22,solid,,,,338.95,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 43.27,ADF of substrate (%TS)= 22.45,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.6,8.1,1.9,37.13,95.82,solid,,,,272.21,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 42.74,ADF of substrate (%TS)= 20.93,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.75,8.55,2.4,39.77,95.34,solid,,,,292.92,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 42.03,ADF of substrate (%TS)= 20.88,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.93,8.07,2.2,42.57,96.41,solid,,,,290.49,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 42.49,ADF of substrate (%TS)= 20.9,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.7,8.3,1.6,28.71,95.97,solid,,,,323.56,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 44.86,ADF of substrate (%TS)= 23.93,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.9,8.1,1.6,32.19,96.3,solid,,,,362.16,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 44.87,ADF of substrate (%TS)= 21.98,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,2.87,8.33,2,35.36,96.16,solid,,,,298.04,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 40.35,ADF of substrate (%TS)= 19.8,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,3.01,8.09,2.3,39.16,96.01,solid,,,,283.58,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 40.59,ADF of substrate (%TS)= 18.64,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.2,7.49,0.96,27.57,95.34,solid,,,,374.49,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 51.9,ADF of substrate (%TS)= 25.3,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.9,7.55,2.57,34.9,97.15,solid,,,,319.11,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 50.5,ADF of substrate (%TS)= 20,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.41,7.1,4.09,39.29,95.88,solid,,,,330.83,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 37.8,ADF of substrate (%TS)= 19.7,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,0.8,8.1,5.09,37.39,94.55,solid,,,,345.81,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 53.6,ADF of substrate (%TS)= 29.7,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,0.93,8.2,1.02,24.41,94.51,solid,,,,398.49,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 51.8,ADF of substrate (%TS)= 33.2,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.28,7.1,2.37,30.23,96.53,solid,,,,420.98,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 49.9,ADF of substrate (%TS)= 24,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,0.93,7.7,2.03,31.38,96.31,solid,,,,348.74,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 52.2,ADF of substrate (%TS)= 23.1,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.44,7.3,2.6,32.26,96.4,solid,,,,248.15,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 51.3,ADF of substrate (%TS)= 22.4,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,0.3,7.89,1.83,19.82,95.32,solid,,,,397.8,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 62.4,ADF of substrate (%TS)= 34.9,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,0.5,7.16,2.39,23.26,96,solid,,,,395.66,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 58.5,ADF of substrate (%TS)= 29.9,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,0.26,7.2,2.22,24.96,96.22,solid,,,,431.74,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 59,ADF of substrate (%TS)= 31.3,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
maize,maize,agricultural,,,,,1.1,7.5,2.73,23.14,96.13,solid,,,,347.66,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 44.4,ADF of substrate (%TS)= 21.5,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,fresh grass,agricultural,,,,,2,18,3.5,20.2,89.23,solid,,,,338.06,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 49.7,ADF of substrate (%TS)= 24,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,grass silage,agricultural,,,,,2.84,19.19,4.81,16.94,90.36,solid,,,,380.25,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 50.86,ADF of substrate (%TS)= 29.92,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,fresh grass,agricultural,,,,,2.69,15.64,1.59,17.12,88.94,solid,,,,313.98,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 55.78,ADF of substrate (%TS)= 74.98,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,fresh grass,agricultural,,,,,2,16.06,3.7,19.69,89.2,solid,,,,358.43,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 49,ADF of substrate (%TS)= 24.3,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,grass silage,agricultural,,,,,,17.44,5.58,16.17,90.54,solid,,,,423.77,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 46.41,ADF of substrate (%TS)= 30.8,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,fresh grass,agricultural,,,,,,15.25,7.8,17.76,91.39,solid,,,,337.63,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 55.4,ADF of substrate (%TS)= 28.3,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
grass,grass silage,agricultural,,,,,2.07,13.94,,17.84,90.79,solid,,,,366.72,,,,laboratory,2,,,batch,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,37,NDF of substrate (%TS)= 64.47,ADF of substrate (%TS)= 41.12,,,,,,,,,,,,,,https://mediatum.ub.tum.de/doc/631394/631394.pdf
